0_k_R,0_k_I,0_k_E,0_k_nu,2_k_R,2_k_I,2_k_E,2_k_nu,4_k_R,4_k_I,4_k_E,4_k_nu,6_k_R,6_k_I,6_k_E,6_k_nu,8_k_R,8_k_I,8_k_E,8_k_nu,10_k_R,10_k_I,10_k_E,10_k_nu,12_k_R,12_k_I,12_k_E,12_k_nu,14_k_R,14_k_I,14_k_E,14_k_nu,16_k_R,16_k_I,16_k_E,16_k_nu,18_k_R,18_k_I,18_k_E,18_k_nu,20_k_R,20_k_I,20_k_E,20_k_nu,22_k_R,22_k_I,22_k_E,22_k_nu,24_k_R,24_k_I,24_k_E,24_k_nu,26_k_R,26_k_I,26_k_E,26_k_nu,28_k_R,28_k_I,28_k_E,28_k_nu,30_k_R,30_k_I,30_k_E,30_k_nu,32_k_R,32_k_I,32_k_E,32_k_nu,34_k_R,34_k_I,34_k_E,34_k_nu,36_k_R,36_k_I,36_k_E,36_k_nu,38_k_R,38_k_I,38_k_E,38_k_nu,40_k_R,40_k_I,40_k_E,40_k_nu,42_k_R,42_k_I,42_k_E,42_k_nu,44_k_R,44_k_I,44_k_E,44_k_nu,46_k_R,46_k_I,46_k_E,46_k_nu,48_k_R,48_k_I,48_k_E,48_k_nu,50_k_R,50_k_I,50_k_E,50_k_nu,52_k_R,52_k_I,52_k_E,52_k_nu,54_k_R,54_k_I,54_k_E,54_k_nu,56_k_R,56_k_I,56_k_E,56_k_nu,58_k_R,58_k_I,58_k_E,58_k_nu,60_k_R,60_k_I,60_k_E,60_k_nu
0.04237069032660137,0.09177805587323959,-27.061993007480172,-2.4164413196322334,0.0418977653389034,0.09224566046207948,-26.800484522256106,-2.388318009734992,0.04147773115365139,0.09282243146789868,-26.505408203801423,-2.3587524788173786,0.04102587827877522,0.09340317366804056,-26.177894110084644,-2.3267832461991467,0.040066191248513364,0.09335959509062403,-25.821243268470248,-2.289285499669491,0.040007910122079965,0.09452677250185632,-25.431371722916403,-2.242894056847545,0.039503183220404275,0.09512382289292509,-25.016069348279984,-2.1914548404542997,0.03905389921367502,0.09581745366986608,-24.575048725133954,-2.131121927768764,0.038562155132157855,0.09646486389828449,-24.110394698596178,-2.0590108767501953,0.03842520777554542,0.09764800137513094,-23.623337729222747,-1.9489213388618474,0.037966260642002474,0.09836263415006455,-23.115999022539945,-1.8628688179796886,0.03783884187590479,0.09958546587252327,-22.593114900450686,-1.7926807283216153,0.03701790384380502,0.09968227080005895,-22.050928595756385,-1.7299441139354608,0.03660190010923996,0.10039086328170957,-21.49748375872249,-1.6698515714199869,0.03648985565975908,0.10161736639562906,-20.928911265762874,-1.6140856919656272,0.03609973601604237,0.10230401229062516,-20.353841661047742,-1.5549546301304007,0.03602253580164099,0.10352851125884743,-19.769688499031183,-1.499669491016165,0.03566914799156752,0.10417624427998684,-19.181613567543195,-1.4441439817318669,0.03564225131282732,0.10539632593413253,-18.5906533081875,-1.3881377321074453,0.03533397644923965,0.10597381764608435,-17.998243640508793,-1.3314103719728383,0.035353552556878845,0.1071479560794825,-17.409146609274416,-1.2715581996274263,0.03511957723380277,0.10766168162755674,-16.82130167164577,-1.208100474731086,0.03493925047890664,0.10814139847322662,-16.241148691718816,-1.139354606093384,0.03481544896652457,0.108573703867822,-15.671233779866942,-1.0641187428640104,0.034968455937403276,0.10959484713013391,-15.106545614513399,-0.9730184484105524,0.03516746110213238,0.11055877193477427,-14.557082510440036,-0.8528333633796046,0.035417233190167756,0.11146472727074178,-14.02477176732012,-0.7800012018508502,0.035498635001396966,0.11168216528226511,-13.505566526206444,-0.721350880355748,-0.0024681297301455685,0.004594528681422219,-65.87201880784593,-4.0,-0.0023757491575619877,0.005415889614062688,-65.8549987388921,-3.999519259659876,-0.002289825646830162,0.005404898022176863,-65.86007762029556,-4.0
0.09274281268367054,0.04677544692160777,2.26816667015532,0.03581515533922275,0.09253002706883709,0.04688099769957791,2.2987234021594145,0.03677663601946968,0.09143860842732342,0.04824642597612335,2.4222976955244597,0.03966107806021313,0.09106735096622705,0.048536232059957704,2.216001842527625,0.03605552550928426,0.09009680037287354,0.04994833134064386,2.324453415263162,0.03893996755002682,0.08904492882694567,0.051451331741656836,2.262358361510204,0.037497746529655984,0.08792943478395555,0.05243078940850557,2.228621887230025,0.03605552550928426,0.087519698589998,0.05349261191585828,2.23606442356047,0.03581515533922275,0.08661484046266067,0.05441269211970926,2.207336253419511,0.03533441499909884,0.08563295572966065,0.05600041698955286,2.0771166689097518,0.0329307132984793,0.08504676741709392,0.05649338645361328,1.9842972851772114,0.029084790577488917,0.08426886584129716,0.05805901082589475,2.0683760814536276,0.029805901087675224,0.08353922976323383,0.0596337870468387,1.892683103973995,0.025479238026560935,0.08300528479304871,0.06000415364656218,1.8164027811503938,0.024998497686437027,0.08219929039681266,0.06164265698330457,1.928091280939276,0.025479238026560935,0.08123851171289509,0.06276727150120481,1.8637266596845663,0.02307553632594228,0.08075106249767884,0.06350023544854538,1.8145822164605894,0.02307553632594228,0.0802540927499192,0.06507813306172974,1.8977389305697627,0.0237966468361277,0.07979768320110486,0.06541266980951062,1.7933445392228822,0.022835166155879882,0.07928654331557575,0.06697318557866061,1.9287753791860056,0.024517757346313118,0.07908552017320819,0.0675263770054995,1.8353585099040068,0.02331590649600379,0.07821191684980447,0.06861290156740016,2.039974492383908,0.026681088876870263,0.07793764576978192,0.06909595223991652,2.102341070493448,0.0283636800673035,0.07777539526838086,0.06947947364458741,2.003930740180823,0.026440718706808752,0.07701174174347314,0.07048126460940507,2.0998872678103675,0.029805901087675224,0.07705515363188131,0.07095050120367377,2.3017138002910156,0.0329307132984793,0.07685078661853864,0.07127023941579708,2.337051069189778,0.03437293431885102,0.07676167676361204,0.07165791289888862,2.332538934728184,0.03437293431885102,0.035907764257424896,0.11257100803616885,-13.010289671340217,-0.6737575866834926,0.036118833147460755,0.11259496583471038,-12.533318277156987,-0.6290487350519802,0.036399790020284775,0.11253869248249389,-12.088290649215876,-0.5934739498828194
-0.03671312538921083,0.14988325938023897,-18.508899552759317,-1.3720329307132983,-0.03663422287465358,0.15038313860338676,-19.146769977641842,-1.4335676942491435,-0.03663038657528951,0.15022779026185856,-19.78152656640534,-1.4958235682951746,-0.03654854251390853,0.15011738397168323,-20.406079256685047,-1.556637221320834,-0.03635029703429677,0.15058320770242328,-21.02241527972965,-1.618652725196803,-0.03611303172961862,0.1510296940128915,-21.62536039497133,-1.6823508202632054,-0.03583799382252756,0.1514546771078102,-22.212512961184395,-1.747971876690103,-0.035526359201792514,0.1518558679274988,-22.781520499258058,-1.8193618171984856,-0.03517919334749359,0.15223082435896332,-23.330069222604997,-1.8984436031488494,-0.034797416199454353,0.1525769167674192,-23.855876233042835,-2.0058890691665163,-0.03438177067268135,0.15289128689283948,-24.356684111387793,-2.09386455140917,-0.03393279348895285,0.15317079711788706,-24.830257237217275,-2.160687458686377,-0.03342195381190691,0.15402445999220432,-25.275697260537484,-2.2145303767802416,-0.032918894972204,0.154224764489048,-25.690267744678856,-2.26380626164293,-0.03238369348063629,0.15437817881796712,-26.071523395067736,-2.305390301063638,-0.03180740593196159,0.15553956877765712,-26.41833638249207,-2.3404843458926745,-0.031239252580768723,0.15568764586188782,-26.732490066111993,-2.373655429361216,-0.030642616902801637,0.1557440806857927,-27.009029494563336,-2.400576888408149,-0.030053159675535485,0.15636024823661043,-27.247696914362415,-2.421489093203533,-0.02941315783774907,0.15629304017979484,-27.447501651389288,-2.4399975962982996,-0.028845084728491798,0.1572710917919702,-27.60848835454877,-2.4534583258217655,-0.028207374018950335,0.15726750642655957,-27.73145769739616,-2.464034613304489,-0.02755571007595173,0.15722960046674303,-27.812917152623573,-2.4702842377260983,-0.026976416120176414,0.1576274016437307,-27.855617413085366,-2.4743705306171506,0.06125627835404006,0.003187926218119218,-27.857014656320434,-2.473168679766841,0.06142807454090228,0.003408229297975205,-27.820698907989176,-2.4726879394267174,0.06162582352151887,0.0036272702359973156,-27.743555715822488,-2.4647557238146747,0.06184705745497738,0.003843982302106708,-27.626369137962932,-2.454660176672075,0.07646783828828185,0.07160818530451023,2.348430491234816,0.03677663601946968,0.0763546852040917,0.07174468201939031,2.3753608652354115,0.037017006189532076,0.0763997336940332,0.0720537961603214,2.4290570411387513,0.03990144823027464
-0.017968996205200555,0.10121355277336663,-2.644624707070469,-0.04182440959076983,-0.01812471058515519,0.10155467711086874,-2.792000817493294,-0.04591070248182216,-0.01807258466469902,0.10098692224319046,-2.6563031906032775,-0.04422811129138893,-0.018343259662634677,0.10102987786015644,-2.8324174799344144,-0.04663181299200758,-0.01796548868954204,0.10014747722243236,-2.5657310388955166,-0.043026260441079156,-0.01847168078641872,0.10025483392153331,-2.774864742114522,-0.047352923502193445,-0.01784277449813659,0.09954459673915808,-2.412267386032661,-0.039180337720088776,-0.01762739400365003,0.09982373279081894,-2.6754933078406378,-0.043507000781203065,-0.01712475230953725,0.09887655201953527,-2.3773844140095552,-0.037017006189532076,-0.01677599531564403,0.09912554514282748,-2.501868895476827,-0.03869959737996531,-0.016224239781177794,0.09832146309719471,-2.338264491026651,-0.03437293431885102,-0.016034519629858534,0.09859027449376093,-2.3196294743488437,-0.03341145363860365,-0.01580583670734595,0.09813145315137956,-2.19785704651141,-0.030767381767922597,-0.014730060846125544,0.09770584805564068,-2.2178384628767143,-0.03028664142779869,-0.014383554011552092,0.09777705549543612,-2.0731107038873713,-0.027882939727180034,-0.013739431782665932,0.09782057042972916,-2.1186993110182337,-0.02764256955711808,-0.013176332966556702,0.09794740993802288,-2.181179597728681,-0.028123309897241544,-0.01267863560008204,0.09789148795539146,-2.1823330785686643,-0.027882939727180034,-0.012063273111431037,0.09771549921730088,-2.1790732956206833,-0.02764256955711808,-0.01085825563026184,0.09708416056873836,-2.2774193301302788,-0.028604050237365453,-0.010445964259756971,0.09809941380333931,-2.2775221629204063,-0.02908479057748936,-0.009291081103518704,0.09832096737625937,-2.3681447714913255,-0.03148849227810846,-0.008609795064755048,0.09831831204120259,-2.2879923698513593,-0.030527011597860643,-0.007759673744430203,0.09852014701794046,-2.325348285321639,-0.030527011597860643,-0.007000286748085848,0.09831873859213344,-2.412957701092493,-0.03365182380866516,-0.005867068540778748,0.09953722051376664,-2.6326029338332275,-0.037257376359593586,-0.0052626616954491445,0.09919901297213043,-2.466419201366856,-0.03605552550928426,-0.004246305022162229,0.09941208525946058,-2.5708563315880477,-0.03869959737996531,0.0617388422174618,0.0053243892837246416,-27.47336294373578,-2.440237966468361,0.06197585528543571,0.0054785687667207456,-27.28476616684692,-2.4248542755844,0.0622170282611519,0.005676343837500321,-27.058676881691646,-2.4029805901087675
-0.026666070961994495,0.062371526460164736,-12.085278608413276,-0.5956372814133766,-0.026566520873375014,0.06254687344498147,-11.662689503670174,-0.5655910101556398,-0.02644988696403759,0.06271127581938248,-11.27026371315825,-0.5369869599182739,-0.02631573524699344,0.06286226267392726,-10.910701009852712,-0.5151132744426419,-0.027040274668121776,0.06220061528134546,-10.58988234896262,-0.4929992187969474,-0.026830043283831217,0.062329589200756,-10.3082580106136,-0.4744907157021814,-0.027267037359072585,0.06185952503195057,-10.071345995951251,-0.4586262844780964,-0.0281583012057145,0.061005539285531415,-9.881334886535424,-0.44660777597500134,-0.027867063953077625,0.06107601277948305,-9.743933827799419,-0.4355507481521541,-0.028577167835840286,0.06035735443187883,-9.662027581636845,-0.42882038339042117,-0.029433622494709363,0.05958981113024517,-9.638254036118035,-0.426897422029926,-0.029942772103832258,0.05908193978989391,-9.674637788786756,-0.42833964305029726,-0.030705566705691613,0.058481095874901134,-9.772727499882318,-0.4324259359413496,-0.03143443470000286,0.057973926541802376,-9.931844674238548,-0.4379544498527732,-0.03247916314111562,0.05744416683903083,-10.150742387744058,-0.451895919716363,-0.03313580994385738,0.057157342638177594,-10.425530883533591,-0.4680007211105104,0.13307532064600414,0.05932861319424032,-10.75296981045532,-0.48843218556577117,0.1317539365529134,0.05980320373236622,-11.128571345513624,-0.5163151252929512,0.13171427082048165,0.060399949659981425,-11.547253367605792,-0.5453999158704406,0.13168013120522387,0.06104738879477558,-12.005114186150898,-0.58337840274022,0.1307307978118249,0.061856769185900516,-12.49799039789219,-0.6249624421609279,0.1301006748441449,0.06284301445242359,-13.022599860395651,-0.6739979568535546,0.13000304607590368,0.06376618632520288,-13.572940930205462,-0.7290427257977283,0.13151892540780427,0.06423553891902066,-14.144628526950438,-0.7987500751156782,0.13124030853713936,0.06526831637769026,-14.735945541366764,-0.8852833363379604,0.13134602141081791,0.06628204350162173,-15.343806564657285,-1.0052280511988463,0.131053152734746,0.0675302899245668,-15.966218389707862,-1.0929631632714378,0.13151841051988675,0.06846338345570366,-16.596219173679415,-1.166516435310378,-0.003073203168661373,0.10057957628167086,-2.698370788292045,-0.041103299080583966,-0.0021510312999721212,0.10075781666130086,-2.640619004995622,-0.04206477976083178,-0.0015584512782941054,0.10135512064900741,-2.674428971653146,-0.043026260441079156
0.0742330915955852,0.14735322027266343,-65.85103725913253,-4.0,0.07376521703684963,0.14892442541028117,-65.83637249771738,-3.999759629829938,0.07330992413073155,0.14945764240542547,-65.83398224325575,-3.999759629829938,0.07290442764977687,0.15004779726499037,-65.83061946901387,-3.999759629829938,0.07251931818036492,0.15015290289629163,-65.83758955976177,-4.0,0.07221555257404813,0.15086002934188655,-65.83293602417723,-4.0,0.07196342960870476,0.1515706876069513,-65.82891356820244,-4.0,0.07176342804396978,0.15228234002538032,-65.82547897874133,-4.0,0.07161184143636287,0.15286963796362935,-65.81825098762218,-3.999759629829938,0.07151949921943745,0.15344701218215726,-65.8061827381836,-3.999759629829938,0.07148914579515772,0.15494680470786065,-65.82594791022193,-4.0,0.07149976919118647,0.15561083452716024,-65.82859013265406,-4.0,0.0715650119068609,0.1562579733447113,-65.82894124324862,-4.0,0.07168501274189276,0.1568844609225008,-65.82554489443295,-3.999519259659876,0.16512817985336498,0.002026039929058433,-65.82483602890335,-3.999519259659876,0.16474347211614937,0.002568637524516852,-65.84262255467848,-4.0,0.16441214726635034,0.0031180512790325355,-65.85361049110526,-4.0,0.1641372176839282,0.0036693124441878108,-65.85532635324194,-4.0,0.16394060377281577,0.005291513969303437,-65.8532944668053,-4.0,0.16375176817819176,0.005847786295381107,-65.8699242781278,-4.0,0.16362504863799646,0.0064138047193303335,-65.8731679696063,-4.0,0.16356135372337494,0.006987057049065412,-65.8623408737767,-3.999759629829938,0.16355541073481017,0.008904024112139664,-65.87066494991937,-3.999759629829938,0.16357404000867276,0.009458042084175836,-65.88295683726314,-4.0,0.16365741339524414,0.009986292421167652,-65.87788976059235,-4.0,0.16379915513159155,0.011679693408136965,-65.87024484171621,-4.0,0.1639694356830531,0.012228217157003776,-65.87934454038407,-4.0,0.16420157885299866,0.012745457700195119,-65.87251431616122,-4.0,0.13216150367075713,0.0693348499593924,-17.232316597536702,-1.2364641547983894,0.13279263456728216,0.07025570793428484,-17.872529522213735,-1.3006429902049157,-0.033076249477402495,0.06036011730607084,-18.515033167553767,-1.364100715101256
0.0005762226100683723,0.0005828403255218293,65.84661806328333,4.0,0.0002139222655194046,0.0005896599517564447,65.83953294393041,3.999038519319752,0.10973763457765683,-0.001346053562831339,19.78151262626603,1.494140977104741,0.10883324927797747,-0.0009026033799951641,20.40750479612699,1.5559161108106485,0.1079050135816052,-0.0006504438220230188,21.022981722563223,1.6181719848566791,0.10701286367021197,-0.00018469007508771138,21.625570806364287,1.6821104500931439,0.1061363927208038,0.0003446439987981524,22.212590383456764,1.7491737275404127,0.10526508508529306,0.0009096565100343837,22.781506275790406,1.8205636680487949,0.10438509974805824,0.0011965185254705802,23.329906871778718,1.8970013821284777,0.10356658805881742,0.0017932380214647754,23.85586367862671,2.0058890691665168,0.10277200394107383,0.002412578377280598,24.356876771415806,2.0921819602187366,0.10200400800680522,0.003053131982502,24.830855533716907,2.1597259780061293,0.10125337600997808,0.0033402771715879266,25.275421088052724,2.216212967970675,0.10057127975283763,0.003967703824167727,25.689874489186675,2.2623640406225585,0.09994163673694867,0.0052255089811488395,26.07065974841801,2.307553632594195,0.09933693532955218,0.0052662356089919005,26.420034328478142,2.3421669370831077,0.09879549475824823,0.005741740107868084,26.73221983940965,2.3731746890210923,0.09831886664087716,0.006059142432887672,27.006132139451143,2.3988942972177156,0.09786342511735936,0.007620072833420845,27.24685248696265,2.4231716843939664,0.09751478245365516,0.007950725331098136,27.448215009330575,2.441199447148609,0.0972378038831829,0.00832315836888883,27.609162365706297,2.4561023976924465,0.09702274046175753,0.008832721404667877,27.730399634633123,2.4671594255152938,0.09676621597359691,0.010198474764016495,27.812289083193157,2.4738897902770267,0.0967107328100046,0.010538085553935553,27.855678165018563,2.4765338621477078,0.09673463332165061,0.010877121728503063,27.857601467973957,2.4762934919776454,0.09683802792507436,0.011214528686892627,27.81823077679119,2.4741301604470882,0.09675941910997128,0.012775386199720382,27.742725109140473,2.46667868517517,0.09701108073595158,0.013103782484087372,27.62879603864949,2.456823508202632,0.09725090227053035,0.013769016620369114,27.47549352924331,2.444324259359414,0.09774143060866679,0.013743764402129571,27.282316955813393,2.4258157562646474,0.09784688904303518,0.015262750384501736,27.0577738360626,2.4049035514692623
0.03247034586800405,0.05610640408791432,27.061970621936037,2.413556877591491,0.03176878107315238,0.05582210810095295,26.802142145248858,2.3909620816056725,0.0912769158448117,0.04838271423192816,2.6242165892177103,0.04326663061114111,0.09054476921437787,0.04958095102140278,2.7130966598537096,0.044949221801574346,0.08993708603498568,0.05007667195935471,2.583936968431388,0.04254552010095569,0.08883565454985007,0.051002565946291836,2.6032482352665065,0.04374737095126502,0.08775870478759529,0.052562036637823925,2.5819005461197353,0.04206477976083178,0.0873202548235257,0.05308658836684419,2.5764688896720425,0.04230514993089329,0.08642618512833813,0.0545674183538331,2.3608746725535177,0.03677663601946968,0.08549201728176235,0.05611167912695468,2.373574006108623,0.03533441499909884,0.08460768888064103,0.05766712141752771,2.4397363180151466,0.03605552550928426,0.08409329430614021,0.05805896884941215,2.2210769380669957,0.03244997295835628,0.08337436986226104,0.0596333340804731,2.169624473003014,0.03076738176792304,0.08287890877794898,0.06011303867817987,2.2964750325564016,0.03196923261823237,0.08206691637006212,0.06175535554929451,2.02755000156614,0.02716182921699417,0.08110671004413886,0.0628596770660029,2.154882321220067,0.028844420407427407,0.0805912248344281,0.06349793606763775,2.2432810260547296,0.029325160747551315,0.08010655835753026,0.06507553337770426,2.0581120827124195,0.025959978366684844,0.07964539209741431,0.06544753372375951,2.2592635819791114,0.0283636800673035,0.0791474077745201,0.06696979584307339,2.0773581563104253,0.026681088876870263,0.07899547557165335,0.06759447662090133,2.2803210619328595,0.029325160747551315,0.07812919418939673,0.06867016288373784,2.2256393900225793,0.028604050237365897,0.07781892456550367,0.06909181202639032,2.2545614239931653,0.030527011597860643,0.07769475754893047,0.06954670635650304,2.409885171584964,0.033171083468541696,0.07692171845977562,0.07053824834610564,2.4951725455124647,0.03509404482903644,0.07696157933817521,0.07101889717591417,2.387380951135381,0.03437293431885102,0.07671947581361047,0.07126383041125331,2.42912092825608,0.03557478516916035,0.07667297132333546,0.07172492378449377,2.5092182090708217,0.037738116699717494,0.07630578803643984,0.07159920920604028,2.5946001043998868,0.03990144823027464,0.07618570698979146,0.07173479313907295,2.6201075911332024,0.041343669250646364,0.07629602008694554,0.07213003067254764,2.5876721757947463,0.04206477976083178
-0.018091038807616613,0.1012151742286801,-2.3286342726845946,-0.037738116699717494,-0.018253640690212618,0.10155638067064572,-2.344693566129931,-0.03797848686977945,0.09952784053194096,0.08623588487794048,11.270164892137444,0.5374677002583983,0.0991675318328214,0.08723370462193311,10.911769486926001,0.5139114235923321,0.09835189557629716,0.08788470944007878,10.589928831456103,0.4939606994771948,0.09769889892746922,0.08871420742426173,10.308035386488152,0.4754521963824292,0.09796729082293146,0.09037569925488251,10.071062754461636,0.45838591430803444,0.09753998843313175,0.09146696664168223,9.882112908203382,0.448290367165435,0.09738200788873907,0.09278635944202185,9.744510090945806,0.43603148849227846,0.09730615045649472,0.09414807709275662,9.661941819929272,0.4321855657712881,0.09776632836544968,0.09585715871238724,9.638248976421234,0.4276185325401114,0.09834983484437905,0.09755172933164213,9.674867259555404,0.4288203833904216,0.09905203534585227,0.09919900192057733,9.7729232229089,0.43122408509104027,0.09975889047774589,0.10072261200918133,9.932175410630943,0.44083889189351577,0.10056006828750708,0.10215508512597851,10.150709930046254,0.45357851090679624,0.10100949193007294,0.10340612249484818,10.42568105134444,0.46872183162069625,0.10125559332915149,0.10451586165275861,10.752775688264206,0.4908358872663898,0.10246822842191569,0.10565417661781841,11.128391583615908,0.5172766059731986,0.10224295493853199,0.10660496152801473,11.54700501631518,0.5478036175710592,0.10355423432426852,0.10745308951088903,12.005354102424896,0.5812150712096633,0.1040899314063638,0.1082457307402363,12.497993798921186,0.6244817018208044,0.10482465041495312,0.10886056916932418,13.021706723956314,0.6713538849828735,0.10531235106770417,0.10943894985740099,13.571901227544636,0.7304849468181001,0.10551705303748668,0.11006022911386182,14.144067778250808,0.7951445225647493,0.1057710615670122,0.11061738812072688,14.73586785534269,0.8864851871882697,0.10614626817966522,0.11108206947221291,15.343855659336429,1.007391382729403,0.10666584550427698,0.11143602958088242,15.964633463356737,1.0934439036115622,0.10716356499513341,0.1117412497433551,16.594951168949944,1.1660356949702546,0.10765301255613682,0.11199916776148428,17.231746686259303,1.2350219337780182,0.10814163250845735,0.11221170268912996,17.872045414696057,1.302085211225287,0.10863306349260926,0.11238108113737164,18.51295333734516,1.3665044168018747
0.011578013010600754,0.1504226563974374,18.5087944395557,1.3717925605432368,0.010998280895417288,0.1512492098349452,19.147677107989573,1.4345291749293914,0.17341642351863729,-0.002112593236530662,65.84905888688388,4.0,0.17246403858668846,-0.0017092994768517242,65.83658709275781,4.0,0.1715196618032114,-0.0013867148027055045,65.8242583377656,3.999519259659876,0.17058494912572517,-0.0012001971304789918,65.821914328649,3.999519259659876,0.16966396414137247,-0.0013210950024184027,65.82956739301316,4.0,0.16876947119846575,-0.0007665829473294216,65.82312003313476,4.0,0.16790117588433484,-0.0004222683206440974,65.8229270299516,4.0,0.16705835371105415,-7.354336783000194e-6,65.8233536103698,4.0,0.16623729406209434,1.8381630920047474e-5,65.82249760631495,4.0,0.1654753659525623,0.0006504980466095319,65.82717050685483,4.0,0.1647463276337125,0.0010650693239313293,65.82582168219761,4.0,0.16406856919592228,0.0016298710854499797,65.827827076805,4.0,0.16347211749652896,0.0031977961617931927,65.82755730335286,3.9997596298299385,0.16290438285191386,0.003683660165386741,65.84279065066443,4.0,0.16239517187652242,0.004330662693102833,65.85117226273985,4.0,0.16195107699851677,0.005038071762545759,65.85830566924156,4.0,0.16157087708437023,0.005732693928246513,65.86531175737917,4.0,0.16124534393503978,0.007033408751401942,65.85251795347111,3.9997596298299385,0.1610022354731651,0.007717574825934849,65.86478360895282,3.9997596298299385,0.1608292862843471,0.008377409162668846,65.87525928725044,4.0,0.16072583534986312,0.009012464252167236,65.88168935975715,4.0,0.16069106298146368,0.00962217918578021,65.88187176663445,4.0,0.16072797981464226,0.011078767834842322,65.87172503081851,3.9997596298299385,0.16084543680172858,0.011640349903053977,65.88038286091538,4.0,0.16102975542830422,0.012195626818527459,65.87972647700215,4.0,0.16128011914048457,0.012742171844068693,65.87042161733402,3.9997596298299385,0.16159531882872788,0.013277578032029502,65.853420932538,3.9997596298299385,0.16199289977073283,0.015035010658204971,65.85681911113059,3.9997596298299385,0.16245933902130236,0.01554069274318498,65.85892375989769,4.0
