kx,ky,Hk,Vx,Vy
0.0,0.0,-65.53195317946754,89.34199811307953,225.47840885074865
0.0,0.0,65.84769450244224,-17.532347419330524,6.9313369226223935
0.001356047581073693,-1.7498116953404654e-5,-65.29929688887708,260.5691427449234,194.46533091138596
0.001356047581073693,-1.7498116953404654e-5,65.72722017771707,-156.67842059070426,16.440464542296798
0.002712095162147386,-3.499623390680931e-5,-64.83044231925408,435.396306958788,165.97032354500243
0.002712095162147386,-3.499623390680931e-5,65.4312278376368,-275.8583112534316,30.848380832324054
0.004068142743221079,-5.249435086021396e-5,-64.12690772790515,604.458356353908,140.26278970349207
0.004068142743221079,-5.249435086021396e-5,64.98712816401644,-374.8107187366347,49.825744880385315
0.005424190324294772,-6.999246781361862e-5,-63.20243302867793,759.4210642038544,117.43573304010894
0.005424190324294772,-6.999246781361862e-5,64.42145460912056,-454.95047966723905,72.7131640307039
0.006780237905368466,-8.749058476702327e-5,-62.080442919632134,894.5093253273769,97.41908444936631
0.006780237905368466,-8.749058476702327e-5,63.75818758682351,-518.5241539333623,98.67983137166756
0.008136285486442157,-0.00010498870172042792,-60.79012278624444,1006.9879436959105,80.01783895218801
0.008136285486442157,-0.00010498870172042792,63.018069376062215,-568.0053174427296,126.84947677727102
0.009492333067515851,-0.00012248681867383258,-59.36252323359632,1096.7063964515387,64.96134077421186
0.009492333067515851,-0.00012248681867383258,62.21855797904411,-605.7469834426607,156.38268069088764
0.010848380648589544,-0.00013998493562723723,-57.82763585048751,1165.2139719468032,51.94940768999099
0.010848380648589544,-0.00013998493562723723,61.37411300961173,-633.824526738922,186.5222248295209
0.012204428229663238,-0.0001574830525806419,-56.212689972528366,1214.901913399246,40.68666866285546
0.012204428229663238,-0.0001574830525806419,60.49660850470066,-653.9933993781988,216.61286611115574
0.013560475810736931,-0.00017498116953404655,-54.54146035854447,1248.387059016826,30.903288885386704
0.013560475810736931,-0.00017498116953404655,59.59575827695977,-667.7051654215629,246.1054965596349
0.014916523391810623,-0.0001924792864874512,-52.83422959178246,1268.1559287693249,22.364515471662006
0.014916523391810623,-0.0001924792864874512,58.6795005709469,-676.1473019671064,274.55266814470536
0.016272570972884315,-0.00020997740344085584,-51.10809235257901,1276.4032331801857,14.872776358394468
0.016272570972884315,-0.00020997740344085584,57.75432382016214,-680.2883715497097,301.599840914117
0.01762861855395801,-0.0002274755203942605,-49.37739071058574,1274.988638207951,8.26561674776588
0.01762861855395801,-0.0002274755203942605,56.825532860293066,-680.920059768056,326.9748959317859
0.018984666135031702,-0.00024497363734766515,-47.65416156626452,1265.4543686228708,2.411753355360654
0.018984666135031702,-0.00024497363734766515,55.897462410054885,-678.6929472308396,350.47732804253195
0.020340713716105397,-0.0002624717543010698,-45.94854002983131,1249.0681293096584,-2.7933999511313305
0.020340713716105397,-0.0002624717543010698,54.97364684423148,-674.1455189408713,371.96787420618926
0.02169676129717909,-0.00027996987125447447,-44.26909887670958,1226.872162699043,-7.432037867448469
0.02169676129717909,-0.00027996987125447447,54.0569550615336,-667.7270453938008,391.35895697928396
0.02305280887825278,-0.0002974679882078791,-42.62312276579708,1199.7293608319687,-11.567804215916048
0.02305280887825278,-0.0002974679882078791,53.1496980757568,-659.8153413636247,408.60610883401324
0.024408856459326476,-0.0003149661051612838,-41.01682405569876,1168.3629011933128,-15.249089436342157
0.024408856459326476,-0.0003149661051612838,52.25371555397186,-650.7304290809866,423.70042032843185
0.025764904040400168,-0.00033246422211468844,-39.45550973588901,1133.38863887034,-18.51181286583617
0.025764904040400168,-0.00033246422211468844,51.37044620599774,-640.7450124006656,436.66198431674695
0.027120951621473863,-0.0003499623390680931,-37.94370907665879,1095.3407123013126,-21.381759794997237
0.027120951621473863,-0.0003499623390680931,50.50098580801382,-630.0925088233095,447.5342681481246
0.028476999202547554,-0.00036746045602149775,-36.485270621154385,1054.69126191675,-23.876552241214245
0.028476999202547554,-0.00036746045602149775,49.64613573859435,-618.9732314908172,456.37932454962754
0.029833046783621246,-0.0003849585729749024,-35.08343584360087,1011.8652382845623,-26.007325604050667
0.029833046783621246,-0.0003849585729749024,48.80644419726853,-607.5591801153639,463.27374298406556
0.03118909436469494,-0.00040245668992830707,-33.740895511613004,967.2512046500591,-27.780170300857662
0.03118909436469494,-0.00040245668992830707,47.98224173108177,-595.9977917940528,468.30524260139623
0.03254514194576863,-0.00041995480688171167,-32.45983364009841,921.2089217600127,-29.197383004368998
0.03254514194576863,-0.00041995480688171167,47.17367228035488,-584.414917873947,471.5698126748374
0.033901189526842325,-0.00043745292383511633,-31.241962935935973,874.074385636217,-30.258558642043422
0.033901189526842325,-0.00043745292383511633,46.380720641745896,-572.9172276774514,473.1693146105964
0.03525723710791602,-0.000454951040788521,-30.088554793698464,826.162887324721,-30.961543009324206
0.03525723710791602,-0.000454951040788521,45.60323701120492,-561.5941899785362,473.2094697283647
0.036613284688989715,-0.00047244915774192564,-29.000466189514427,777.7705797881999,-31.30325716680072
0.036613284688989715,-0.00047244915774192564,44.840959093003754,-550.519745098699,471.798167885399
0.037969332270063404,-0.0004899472746953303,-27.978165210557876,729.1749677032628,-31.280398836105977
0.037969332270063404,-0.0004899472746953303,44.093532129511594,-539.7537514886263,469.0440428154334
0.0393253798511371,-0.000507445391648735,-27.021756435123166,680.6346762031347,-30.89002265012674
0.0393253798511371,-0.000507445391648735,43.36052710927239,-529.3432684485396,465.0552701740164
0.040681427432210794,-0.0005249435086021396,-26.131006932630477,632.3888003255839,-30.130000046388133
